stroke_idx,wp_idx,kind,x_m,y_m,z_m,qx,qy,qz,qw,intensity,q1,q2,q3,q4,q5,q6,q7
0,81,draw,0.449800,-0.479570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.568315,0.647129,-0.272622,-1.780694,0.241412,2.395169,2.174993
0,82,draw,0.449800,-0.480570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.571305,0.648736,-0.270830,-1.777407,0.240011,2.393876,2.174993
0,83,draw,0.449800,-0.481570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.574284,0.650349,-0.269044,-1.774108,0.238612,2.392576,2.174993
0,84,draw,0.449800,-0.482570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.577254,0.651971,-0.267262,-1.770799,0.237216,2.391271,2.174993
0,85,draw,0.449800,-0.483570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.580215,0.653600,-0.265487,-1.767478,0.235822,2.389959,2.174993
0,86,draw,0.449800,-0.484570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.583166,0.655237,-0.263716,-1.764147,0.234431,2.388640,2.174993
0,87,draw,0.449800,-0.485570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.586107,0.656881,-0.261952,-1.760804,0.233042,2.387315,2.174993
0,88,draw,0.449800,-0.486570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.589039,0.658533,-0.260192,-1.757450,0.231654,2.385984,2.174993
0,89,draw,0.449800,-0.487570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.591961,0.660193,-0.258438,-1.754084,0.230270,2.384646,2.174993
0,90,draw,0.449800,-0.488570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.594874,0.661860,-0.256689,-1.750707,0.228887,2.383302,2.174993
0,91,draw,0.449800,-0.489570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.597778,0.663535,-0.254945,-1.747319,0.227506,2.381951,2.174993
0,92,draw,0.449800,-0.490570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.600672,0.665218,-0.253207,-1.743919,0.226128,2.380594,2.174993
0,93,draw,0.449800,-0.491570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.603557,0.666909,-0.251474,-1.740507,0.224752,2.379230,2.174993
0,94,draw,0.449800,-0.492570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.606433,0.668607,-0.249746,-1.737083,0.223378,2.377859,2.174993
0,95,draw,0.449800,-0.493570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.609300,0.670314,-0.248023,-1.733648,0.222006,2.376482,2.174993
0,96,draw,0.449800,-0.494570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.612157,0.672028,-0.246305,-1.730201,0.220636,2.375098,2.174993
0,97,draw,0.449800,-0.495570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.615005,0.673750,-0.244592,-1.726742,0.219268,2.373707,2.174993
0,98,draw,0.449800,-0.496570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.617844,0.675480,-0.242885,-1.723271,0.217902,2.372310,2.174993
0,99,draw,0.449800,-0.497570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.620673,0.677218,-0.241182,-1.719788,0.216538,2.370905,2.174993
0,100,draw,0.449800,-0.498570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.623494,0.678965,-0.239484,-1.716292,0.215176,2.369494,2.174993
0,101,draw,0.449800,-0.499570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.626306,0.680719,-0.237791,-1.712784,0.213816,2.368077,2.174993
0,102,lift_end,0.449800,-0.499570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,0.000,-0.626306,0.680719,-0.237791,-1.712784,0.213816,2.368077,2.174993
